zone_id,jurisdiction_id,jurisdiction_name,zone_code,zone_name,category,min_lot_size_sf,min_lot_width_ft,max_density_dua,max_far,max_lot_coverage_pct,max_height_ft,max_stories,front_setback_ft,side_setback_ft,rear_setback_ft,parking_ratio,source_doc,source_citation,source_page,provenance,confidence,human_verified,notes
az-phoenix:r1-6,az-phoenix,City of Phoenix,R1-6,Single-Family Residence District,residential,TBD,60,5.5,TBD,50,30,2,20,3,25,,az-phoenix-zoning,"§613 (Table 613.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser (Cloudflare-gated to plain fetch). Current table expresses lot minimums as lot width 60 ft x lot depth 94 ft plus max density 5.5 PDU/AC gross (6.5 w/ bonus); no single min-lot-SF figure given, so min_lot_size_sf=TBD (prior draft's 6,000 SF not in current code). Interior side setbacks are 10 ft and 3 ft (recorded side=3, the smaller); rear 25; coverage 50% (+10% for ADU/shade). Height 2 stories & 30 ft (3 stories & 30 ft under PRD option)."
az-phoenix:r1-8,az-phoenix,City of Phoenix,R1-8,Single-Family Residence District,residential,TBD,70,4.5,TBD,50,30,2,20,3,25,,az-phoenix-zoning,"§612 (Table 612.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Current table: lot width 70 ft x depth 94 ft, max density 4.5 PDU/AC gross (5.5 w/ bonus); no single min-lot-SF figure, so min_lot_size_sf=TBD (prior draft's 8,000 SF not in current code). Setbacks front 20, rear 25, street side 10, interior sides 10 & 3 (side recorded as 3). Coverage 50% (+10% ADU/shade). Height 2 stories & 30 ft."
az-phoenix:s-1,az-phoenix,City of Phoenix,S-1,Suburban S-1 District—Ranch or Farm Residence,residential,43560,TBD,TBD,TBD,20,30,2,40,30,30,,az-phoenix-zoning,§603.B,,official-html,extracted,,"Source reachable via rendered browser. Min net lot 1 acre = 43,560 SF (original: 'not less than one acre'). Front 40, side 30, rear 30 — confirms prior draft. Lot coverage 20% for lots <=2 acres (10% for >2 acres), +5% for ADU/shade. Height 2 stories, not to exceed 30 ft. Official name 'Suburban S-1 District—Ranch or Farm Residence'."
az-phoenix:s-2,az-phoenix,City of Phoenix,S-2,Suburban S-2 District—Ranch or Farm Commercial,agricultural,130680,TBD,TBD,TBD,10,30,2,40,30,30,,az-phoenix-zoning,§604.B,,official-html,extracted,,"Source reachable via rendered browser. Min net lot 3 acres = 130,680 SF (original: 'not less than three acres') — confirms prior draft's 130,680. Front 40, side 30 (prior draft had side TBD), rear 30. Lot coverage 10% (+5% ADU/shade). Height 2 stories, not to exceed 30 ft. Official name 'Suburban S-2 District—Ranch or Farm Commercial' (prior draft mislabeled 'Intermediate Rural District'); category set to agricultural to reflect ranch/farm commercial intent."
az-phoenix:wu,az-phoenix,City of Phoenix,WU,Walkable Urban (WU) Code,mixed-use,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-phoenix-zoning,,,secondary-mirror,low,,"Not extracted: the Walkable Urban (WU) Code is a form-based, transect-based framework (Chapter 13 of the Zoning Ordinance) where dimensional standards vary per individual transect zone (T3, T4, T5, T6) and per character-area frontage — there is no single base-zone dimensional table to extract. Prior draft already had all standards as TBD; carried forward as TBD pending per-transect extraction. Provenance marked secondary-mirror/low because no specific official section value was captured for a single 'WU base zone'. To complete, extract each transect zone's standards from the WU Code chapter as separate records."
az-pima-county:cb-1,az-pima-county,Pima County (unincorporated),CB-1,CB-1 Local Business Zone,commercial,TBD,TBD,TBD,TBD,TBD,39,TBD,20,0,25,,az-pima-county-zoning,§ 18.43.050 (nonresidential); § 18.43.060 (residential),,official-html,extracted,,"Nonresidential: min site area none, width none, front 20 ft, side none (0), rear 25 ft, max height 39 ft. Residential (§18.43.060): min site area 4,500 sf, avg per du 1,000 sf, width 40 ft, front 20/side 7/rear 10, height 34 ft. Recorded standards are the nonresidential set; min_lot/width=TBD (None)."
az-pima-county:cb-2,az-pima-county,Pima County (unincorporated),CB-2,CB-2 General Business Zone,commercial,TBD,TBD,TBD,TBD,TBD,39,TBD,15,0,10,,az-pima-county-zoning,§ 18.45.050 (nonresidential); § 18.45.060 (residential),,official-html,extracted,,"Nonresidential: min site area none, width none, front 15 ft, side none (0), rear 10 ft, max height 39 ft. Residential (§18.45.060): min site area 4,500 sf, avg per du 1,000 sf, width 40 ft, front 20/side 7/rear 10, max height 39 ft. Recorded standards are the nonresidential set."
az-pima-county:ci-1,az-pima-county,Pima County (unincorporated),CI-1,CI-1 Light Industrial/Warehousing Zone,industrial,TBD,TBD,TBD,TBD,TBD,39,TBD,15,0,10,,az-pima-county-zoning,§ 18.51.050,,official-html,extracted,,"Min lot area none, width none. Front 15, side none (0), rear 10. Max height base 39 ft; up to 90 ft outside listed Approach-Departure Corridors. min_lot/width=TBD (None)."
az-pima-county:ci-2,az-pima-county,Pima County (unincorporated),CI-2,CI-2 General Industrial Zone,industrial,TBD,TBD,TBD,TBD,TBD,54,TBD,15,0,10,,az-pima-county-zoning,§ 18.53.040,,official-html,extracted,,"Min lot area none (except certain uses), width none. Front 15, side none (0), rear 10. Max height: industrial uses 54 ft, nonindustrial 39 ft (recorded 54 ft industrial); up to 90 ft outside listed Approach-Departure Corridors. min_lot/width=TBD."
az-pima-county:ci-3,az-pima-county,Pima County (unincorporated),CI-3,CI-3 Heavy Industrial Zone,industrial,43560,TBD,TBD,TBD,TBD,TBD,TBD,20,35,30,,az-pima-county-zoning,§ 18.55.050,,official-html,extracted,,"Min lot 43,560 sf (1 ac). Min lot width none. Front = 10% of lot depth, capped 20-50 ft (recorded 20 ft minimum). Side 35 ft. Rear 30 ft. Max building height: None (TBD). May require 1,320-ft setback from zones other than CI-2/CI-3."
az-pima-county:cmh-1,az-pima-county,Pima County (unincorporated),CMH-1,CMH-1 County Manufactured and Mobile Home-1 Zone,residential,8000,60,TBD,TBD,TBD,34,2,20,8,25,,az-pima-county-zoning,§ 18.33.040,,official-html,extracted,,"Min lot 8,000 sf; per dwelling unit 8,000 sf."
az-pima-county:cmh-2,az-pima-county,Pima County (unincorporated),CMH-2,CMH-2 County Manufactured and Mobile Home-2 Zone,residential,TBD,TBD,TBD,TBD,TBD,34,2,25,10,25,,az-pima-county-zoning,§ 18.35.040,,official-html,extracted,,"Min lot area: None. Min area per dwelling unit 3,500 sf (exclusive of adjacent ROW). Min lot width: None. Front/rear 25 ft if access provided, 15 ft if no access (recorded 25 ft). Min distance between units 14 ft. min_lot_size_sf=TBD (code states None)."
az-pima-county:cpi,az-pima-county,Pima County (unincorporated),CPI,CPI Campus Park Industrial Zone,industrial,435600,TBD,TBD,TBD,33,36,TBD,25,20,30,,az-pima-county-zoning,§ 18.49.040,,official-html,extracted,,"Min site area 10 ac = 435,600 sf. Sides 20 ft or common wall. Max site coverage by buildings 33%. Max height 36 ft (<50 ac sites or slopes >=15%); 44 ft for sites >=50 ac. Recorded 36 ft. Structures min 100 ft from residential zones."
az-pima-county:cr-1,az-pima-county,Pima County (unincorporated),CR-1,CR-1 Single Residence Zone,residential,36000,100,TBD,TBD,TBD,34,2,30,10,40,,az-pima-county-zoning,§ 18.21.030,,official-html,extracted,,"Min lot 36,000 sf; per dwelling unit 36,000 sf. Min distance between main buildings 20 ft."
az-pima-county:cr-2,az-pima-county,Pima County (unincorporated),CR-2,CR-2 Single Residence Zone,residential,16000,80,TBD,TBD,TBD,34,2,30,10,40,,az-pima-county-zoning,§ 18.23.030,,official-html,extracted,,"Min lot 16,000 sf; per dwelling unit 16,000 sf. Min distance between main buildings 20 ft."
az-pima-county:cr-3,az-pima-county,Pima County (unincorporated),CR-3,CR-3 Single Residence Zone,residential,8000,60,TBD,TBD,60,34,2,10,4,10,,az-pima-county-zoning,§ 18.25.030,,official-html,extracted,,"Min lot 8,000 sf; per dwelling unit 8,000 sf. Front 10 ft (20 ft to front-entry carport/garage). Buildable area not to exceed 60% of lot (recorded as max_lot_coverage_pct). Min distance between main buildings 16 ft."
az-pima-county:cr-4,az-pima-county,Pima County (unincorporated),CR-4,CR-4 Mixed-Dwelling Type Zone,residential,7000,TBD,TBD,TBD,60,34,TBD,20,10,10,,az-pima-county-zoning,§ 18.27.030,,official-html,extracted,,"Min site area 7,000 sf; average area per dwelling unit 3,500 sf. Max coverage 60% of site. Max height 34 ft (no max stories countywide; 2 stories in HD/Historic overlays). Zero lot-line siting allowed except perimeter setbacks. Distance between multiple-dwelling buildings per Title 15."
az-pima-county:cr-5,az-pima-county,Pima County (unincorporated),CR-5,CR-5 Multiple Residence Zone,residential,6000,TBD,TBD,TBD,60,34,TBD,20,10,10,,az-pima-county-zoning,§ 18.29.030,,official-html,extracted,,"Min site area 6,000 sf; average area per dwelling unit 2,000 sf (=> ~21.8 dua, not stated as DUA). Max coverage 60% of site. Max height 34 ft (2 stories only in HD/Historic overlays). Zero lot-line siting allowed except perimeter setbacks."
az-pima-county:gc,az-pima-county,Pima County (unincorporated),GC,GC Golf Course Zone,open-space,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-pima-county-zoning,§ 18.59.040,,official-html,extracted,,"Golf Course Zone is a performance-based zone (§18.59.040) with design/irrigation/buffer standards; no numeric minimum lot size, width, density, coverage, height, or setbacks are stated in the code. All dimensional standards TBD. Buffers and development plan per §18.59.050."
az-pima-county:gr-1,az-pima-county,Pima County (unincorporated),GR-1,GR-1 Rural Residential Zone,residential,36000,TBD,TBD,TBD,TBD,34,2,30,10,40,,az-pima-county-zoning,§ 18.14.040,,official-html,extracted,,"Min site area 36,000 sf; min site area per dwelling unit 36,000 sf. No lot width or coverage stated."
az-pima-county:ir,az-pima-county,Pima County (unincorporated),IR,IR Institutional Reserve Zone,special,1568160,TBD,1,TBD,TBD,34,2,50,50,50,,az-pima-county-zoning,§ 18.12.040,,official-html,extracted,,"Min site area 36 ac = 1,568,160 sf; min site area per dwelling unit also 36 ac, so max density = 1 du / 36 ac = 0.0278 dua. Code rounds 36 ac to 1,568,160 sf (matches 36*43560). No lot width or coverage stated."
az-pima-county:ml,az-pima-county,Pima County (unincorporated),ML,ML Mount Lemmon Zone,residential,36000,TBD,TBD,TBD,50,34,3,5,5,5,,az-pima-county-zoning,§ 18.15.040,,official-html,extracted,,"Min lot 36,000 sf (with exceptions for pre-2003 lots of record). Min lot width: None. Max lot coverage 50%. Max height 34 ft / 3 stories. Min area per dwelling unit = the min lot area."
az-pima-county:mr,az-pima-county,Pima County (unincorporated),MR,MR Major Resort Zone,commercial,871200,TBD,TBD,TBD,33,34,TBD,50,50,50,,az-pima-county-zoning,§ 18.40.030,,official-html,extracted,,"Min site area 20 ac = 871,200 sf. Max density 1 guest room per 4,356 sf of site area (=10 rooms/ac; not dwelling-unit based, so max_density_dua=TBD). Max site coverage 33%. Min site setbacks 50 ft (applied to front/side/rear)."
az-pima-county:mu,az-pima-county,Pima County (unincorporated),MU,MU Multiple Use Zone,mixed-use,7000,60,TBD,TBD,TBD,34,TBD,20,7,25,,az-pima-county-zoning,§ 18.37.030 (residential); § 18.37.040 (nonresidential),,official-html,extracted,,"Residential standards recorded: min lot 7,000 sf, per du 3,500 sf, width 60 ft, front 20/side 7/rear 25. Nonresidential: min lot none, width none, front 20/side 7/rear 25. Max height base 34 ft; up to 80 ft outside listed Approach-Departure Corridors with double-height setback from abutting SF residences. Min distance between main buildings 14 ft (residential)."
az-pima-county:rh,az-pima-county,Pima County (unincorporated),RH,RH Rural Homestead Zone,agricultural,180000,TBD,TBD,TBD,TBD,34,2,50,20,50,,az-pima-county-zoning,§ 18.13.040,,official-html,extracted,,"Min site area 180,000 sf; min site area per dwelling unit 180,000 sf (=> ~0.242 dua, not stated as DUA in code). No lot width or coverage stated."
az-pima-county:rvc,az-pima-county,Pima County (unincorporated),RVC,RVC Rural Village Center Zone,commercial,871200,TBD,TBD,TBD,75,34,TBD,20,10,10,,az-pima-county-zoning,§ 18.41.050,,official-html,extracted,,"Max area of each RVC zone 20 ac (recorded as min_lot_size_sf=871,200 representing the 20-ac zone-area cap; it is a maximum, not a minimum). Site coverage max 75%. Front setback 20 ft (or 20 ft from scenic-route pavement edge by ML). Nonresidential 25 ft from TR/residential districts; may reduce to 10 ft. Residential side/rear min 10 ft. Max height 34 ft."
az-pima-county:sh,az-pima-county,Pima County (unincorporated),SH,SH Suburban Homestead Zone,residential,36000,100,TBD,TBD,TBD,34,2,30,10,40,,az-pima-county-zoning,§ 18.19.030,,official-html,extracted,,"Min lot 36,000 sf; min area per dwelling unit 18,000 sf (so up to 2 du per 36,000 sf lot). min_lot_size_sf records the 36,000 sf minimum lot area. Min distance between main buildings 20 ft."
az-pima-county:sr,az-pima-county,Pima County (unincorporated),SR,SR Suburban Ranch Zone,agricultural,144000,TBD,TBD,TBD,30,34,TBD,50,10,50,,az-pima-county-zoning,§ 18.17.040,,official-html,extracted,,"Min site area 144,000 sf; per dwelling unit 144,000 sf. Side adjacent to street 20 ft. Max lot coverage by structures 30%. Max height 34 ft (stories not stated). Min distance between main buildings 20 ft."
az-pima-county:sr-2,az-pima-county,Pima County (unincorporated),SR-2,SR-2 Suburban Ranch Estate Zone,agricultural,72000,120,TBD,TBD,TBD,34,2,30,10,40,,az-pima-county-zoning,§ 18.18.040,,official-html,extracted,,"Min lot 72,000 sf; per dwelling unit 72,000 sf. Lot width 120 ft. Min distance between main buildings 7 ft."
az-pima-county:th,az-pima-county,Pima County (unincorporated),TH,TH Trailer Homesite Zone,agricultural,18000,TBD,TBD,TBD,TBD,34,2,30,10,30,,az-pima-county-zoning,§ 18.11.040,,official-html,extracted,,"Min lot 18,000 sf for uses under 18.11.020(A)(1); 8,000 sf for 18.11.020(A)(2). Min area per trailer 2,000 sf. Min distance between main buildings/trailers 20 ft. One off-street space per trailer. No max lot coverage or lot width stated. max_density_dua not stated as DUA."
az-pima-county:tr,az-pima-county,Pima County (unincorporated),TR,TR Transitional Zone,residential,4500,40,TBD,TBD,TBD,34,TBD,20,7,10,,az-pima-county-zoning,§ 18.31.030 (residential); § 18.31.040 (nonresidential),,official-html,extracted,,"Residential standards recorded: min site area 4,500 sf, avg area per du 1,000 sf, site width 40 ft, front 20/side 7/rear 10. Nonresidential (§18.31.040): min site area none, width 60 ft, front 20/side 7/rear 25. Max height 34 ft (2 stories in HD/Historic overlays). Zero lot-line allowed except perimeter."
az-pinal-county:ac-1,az-pinal-county,Pinal County (unincorporated),AC-1,AC-1 Activity Center Zoning District,mixed-use,3000,40,TBD,TBD,TBD,30,TBD,10,5,25,,az-pinal-county-zoning,Dev. Services Code 2.290.060,,official-html,extracted,,"Uses can be vertically mixed. Listed values = single-family detached residential standards (lot 3,000 sf, width 40 ft, front 10 ft living/20 ft front-garage, interior side 5 ft, rear 25 ft, height 30 ft). Non-SFD standards: no min lot area/width, front 15 ft, height 40 ft (30 ft within 100 ft of SF residence)."
az-pinal-county:ac-2,az-pinal-county,Pinal County (unincorporated),AC-2,AC-2 Activity Center Zoning District,mixed-use,TBD,TBD,TBD,TBD,TBD,65,TBD,15,TBD,TBD,,az-pinal-county-zoning,Dev. Services Code 2.295.050,,official-html,extracted,,Uses vertically mixed. Min lot area/width: None (TBD). Front 15 ft. Side: none except 15 ft abutting rural/residential. Rear: none except for loading/trash. Max height 65 ft (50 ft within 100 ft of any district except AC-3).
az-pinal-county:ac-3,az-pinal-county,Pinal County (unincorporated),AC-3,AC-3 Activity Center Zoning District,mixed-use,TBD,TBD,TBD,TBD,TBD,100,TBD,15,TBD,TBD,,az-pinal-county-zoning,Dev. Services Code 2.300.050,,official-html,extracted,,Uses vertically mixed. Min lot area/width: None (TBD). Front 15 ft. Side: none except 15 ft abutting rural/residential. Rear: none except for loading/trash. Max height 100 ft (75 ft within 100 ft of AC-2; 50 ft within 100 ft of any other district).
az-pinal-county:c-1,az-pinal-county,Pinal County (unincorporated),C-1,C-1 Neighborhood Commercial Zoning District,commercial,TBD,TBD,TBD,TBD,TBD,30,TBD,20,TBD,25,,az-pinal-county-zoning,Dev. Services Code 2.315.040,,official-html,extracted,,"Min lot area: none without detached accessory dwelling; 3,500 sf with one. Min lot width: None (TBD). Front 20 ft. Side: none except 15 ft abutting rural/residential; 7 ft each for detached accessory dwelling. Rear 25 ft. Max height 30 ft."
az-pinal-county:c-2,az-pinal-county,Pinal County (unincorporated),C-2,C-2 Community Commercial Zoning District,commercial,TBD,TBD,TBD,TBD,TBD,40,TBD,20,TBD,25,,az-pinal-county-zoning,Dev. Services Code 2.320.040,,official-html,extracted,,"Min lot area: none without detached accessory dwelling; 3,500 sf with one. Min lot width: None (TBD). Front 20 ft. Side: none except 15 ft abutting rural/residential. Rear 25 ft. Max height 40 ft."
